dur,trnspt,srvs,flag_n,flag_arst,flag_uc,flag_sign,flag_synrst,flag_a,flag_othr,src_pkts,dst_pkts,urg_bits,push_pkts,no_lnkd,arp,src_ttl,dst_ttl,pkts_dirctn,src_byts,dst_byts,src_avg_byts,dst_avg_byts,strt_t,end_t,dst_host_count,host_dst _count,rtt_first_ack,rtt_avg,avg_t_sent,avg_t_got,repeated,fst_src_sqc,fst_dst_sqc,src_re,dst_re,src_fast_re,dst_fast_re,ovrlp_count,long_frag_count,dns_ratio,avg_rr,http_rqsts_count,http_redirct_count,http_clnt_error_count,http_srv_error_count,Class name,Class binary
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,84,0,84,0,92.71091,92.71091,1665,0,0,0,92.71091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,97,0,97,0,72627.95707,72627.95707,1665,0,0,0,72627.95707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.043,6,135,1,0,0,0,0,0,0,5,4,0,2,0,0,128,128,2,354,288,70.8,72,8605.001849,8605.044849,1,24,0.000156,0.000156,8605.001849,8605.001849,0,456663577,1241390638,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0.004517,6,88,1,0,0,0,0,0,0,4,4,0,2,69,0,128,128,2,1522,1550,380.5,387.5,55251.06808,55251.0726,2,1791,0.000483,0.000555875,55251.06885,55251.07092,0,3992323957,3998677374,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000519,17,53,0,0,0,0,0,0,0,1,1,0,0,159,0,128,128,2,113,171,113,171,67058.50492,67058.50544,0,1616,0,0,67058.50492,67058.50544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.040318,6,389,0,0,0,0,1,0,0,7,7,0,7,132,0,128,128,2,2359,900,337,128.5714286,62847.86315,62847.90346,0,1616,0.000443,0.002754786,62847.87611,62847.87765,0,3617428587,3155487642,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
97.072451,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1375.854705,1472.927156,0,2003,0.000752,0.0012438,1408.210967,1424.391307,0,3682195847,1500484904,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
92.004002,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,2984,3076.004002,0,5006,0.000278,0.0053274,1408.924414,1424.267202,0,633364956,980409635,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
8813.593156,17,80,0,0,0,0,0,0,0,92719,0,0,0,1115,0,128,0,1,4093543,0,810.3391016,0,2449,11262.59316,0,0,0,0,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0.416802,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,132,0,66,0,21207.42702,21207.84382,0,0,0,0,21207.63542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,87,0,87,0,62156.02647,62156.02647,1792,0,0,0,62156.02647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.324476,17,53,0,0,0,0,0,0,0,5,1,0,0,178,0,128,128,2,410,82,82,82,1027.244373,1038.568849,0,1664,0,0,1030.241258,1038.568849,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,Normal,1
0.251601,17,53,0,0,0,0,0,0,0,2,2,0,0,317,0,128,64,2,162,194,81,97,48.352782,48.405463,10,317,0,0,63848.80108,63849.05268,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
0.000282,17,53,0,0,0,0,0,0,0,1,1,0,0,192,0,128,128,2,80,138,80,138,63676.76215,63676.76244,2,1791,0,0,63676.76215,63676.76244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
11.511257,6,139,1,0,0,0,0,0,0,12,10,0,16,239,0,128,128,2,1653,1690,137.75,169,4923.8642,4935.375457,0,239,0.000389,0.009996,4927.720463,4927.319458,0,4073332325,3861053046,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000506,17,53,0,0,0,0,0,0,0,1,1,0,0,192,0,128,128,2,90,137,90,137,80894.79542,80894.79593,2,1791,0,0,80894.79542,80894.79593,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
0.090972,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,128,0,64,0,32907.52269,32907.61366,0,0,0,0,32907.56817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
7747.053232,17,80,0,0,0,0,0,0,0,81499,0,0,0,1921,0,128,0,1,3598180,0,712.2793218,0,811,8558.053232,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
94.877498,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1375.371572,1470.24907,0,2003,0.000217,0.0031944,1406.992254,1422.81043,0,380085540,576251342,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
12.413294,6,445,0,0,0,0,0,1,0,12,9,0,14,123,0,127,128,2,4213,1683,351.0833333,187,36994.9474,37007.3607,0,1791,0.000203,0.010133381,36998.07112,36997.70977,0,1025806035,1124799350,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
93.220526,6,49155,1,0,0,0,0,0,0,11,9,0,10,27,0,127,128,2,3317,1580,301.5454545,175.5555556,39322.60705,39415.82758,1,1616,0.000121,0.0013107,39339.56065,39343.3255,0,4117171890,1165161845,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.800276,17,53,0,0,0,0,0,0,0,2,1,0,0,317,0,128,64,2,160,139,80,139,48.856643,48.900659,10,317,0,0,60758.24374,60759.04402,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0,0,Normal,1
2386,6,80,0,0,0,0,1,0,0,7158,3579,0,7155,2992,0,128,127,2,1768026,697905,2010.674157,1590.666667,3432,5818,0,2993,0.001448,0.069759849,4625,4625,0,164061923,118332919,0,0,0,0,0,0,0,0,3579,3578,0,0,Mass HTTP requests,0
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,84,0,84,0,21563.98221,21563.98221,1792,0,0,0,21563.98221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.007616,6,88,0,0,0,0,1,0,0,4,4,0,2,68,0,128,128,2,1678,1631,419.5,407.75,23587.00111,23587.00872,0,1616,0.000361,0.0009455,23587.0025,23587.00615,0,450669274,3821718676,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000535,17,53,0,0,0,0,0,0,0,1,1,0,0,192,0,128,128,2,113,171,113,171,14500.73748,14500.73801,2,1791,0,0,14500.73748,14500.73801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
93.524716,6,49155,1,0,0,0,0,0,0,11,9,0,10,27,0,127,128,2,3317,1580,301.5454545,175.5555556,9547.135745,9640.660461,0,1664,0.000176,0.0005414,9564.14333,9567.921878,0,1463343463,1679765666,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
89.308418,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,2655,2744.308418,0,5006,0.000215,0.0042554,1410.726728,1425.617549,0,2868127385,1133597180,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0.000588,17,53,0,0,0,0,0,0,0,1,1,0,0,71,0,127,128,2,71,87,71,87,33362.75809,33362.75868,1,1616,0,0,33362.75809,33362.75868,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
0.002441,17,389,0,0,0,0,0,0,0,1,1,0,0,132,0,128,128,2,197,200,197,200,44173.92989,44173.93233,0,1616,0,0,44173.92989,44173.93233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
1.556175,17,443,0,0,0,0,0,0,0,9,9,0,0,0,0,128,58,2,5079,7405,564.3333333,822.7777778,14.833919,15.609094,10,0,0,0,57135.21901,57136.77518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
19.731391,6,443,0,0,1,0,0,0,0,13,17,0,14,1,0,128,90,2,1802,8839,138.6153846,519.9411765,18.46352,38.041501,10,1,0.007929,0.002542967,54344.84659,54364.57798,0,3309516632,2415627474,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,84,0,84,0,36232.61679,36232.61679,1792,0,0,0,36232.61679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000428,17,53,0,0,0,0,0,0,0,1,1,0,0,63,0,127,128,2,75,133,75,133,21726.68419,21726.68461,2,1791,0,0,21726.68419,21726.68461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,84,0,84,0,21532.49596,21532.49596,1792,0,0,0,21532.49596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
93.094446,6,49155,0,0,0,0,0,1,0,11,9,0,10,26,0,127,128,2,3317,1580,301.5454545,175.5555556,65572.83217,65665.92662,2,1791,0.00007,0.00066945,65589.76079,65593.52134,0,146006058,496083508,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.41497,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,128,0,64,0,12950.39054,12950.80551,0,0,0,0,12950.59802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
94.018109,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1376.23315,1470.251259,0,2003,0.000252,0.0019854,1407.569398,1423.242331,0,3466609429,3498973572,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
13.189981,6,139,1,0,0,0,0,0,0,13,11,0,18,239,0,128,128,2,1691,1745,130.0769231,158.6363636,1476.388061,1489.578042,0,239,0.000286,0.008812667,1480.463218,1479.987066,0,4280971596,1483194042,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
85682.40612,256,0,0,0,0,0,0,0,0,120,0,0,0,0,2,0,0,1,5040,0,42,0,603.545186,86285.95131,1,0,0,0,714.020051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
1472,6,80,0,0,0,0,1,0,0,4416,2208,0,4413,9435,0,128,127,2,1090752,430560,1240.449438,981.3333333,1933,3405,0,9436,0.001448,0.069759849,2669,2669,0,89762078,37741739,0,0,0,0,0,0,0,0,2208,2207,0,0,Mass HTTP requests,0
0.000323,17,53,0,0,0,0,0,0,0,1,1,0,0,192,0,128,128,2,82,140,82,140,65654.46235,65654.46268,2,1791,0,0,65654.46235,65654.46268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
17838,256,0,0,0,0,0,0,0,0,35662,0,0,0,0,2,0,0,1,1497804,0,42,0,26789,44627,1,0,0,0,1.999230493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARP poisoning,0
6964.923954,17,80,0,0,0,0,0,0,0,73271,0,0,0,1129,0,128,0,1,3234914,0,640.3688166,0,591,7555.923954,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0.412143,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,132,0,66,0,29528.00879,29528.42093,0,0,0,0,29528.21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
13.984182,6,139,0,0,1,0,0,0,0,13,11,0,18,175,0,128,128,2,1691,1745,130.0769231,158.6363636,51326.8235,51340.80769,2,176,0.000306,0.009389125,51331.14464,51330.63944,0,1907120522,1372777439,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.541556,6,443,0,0,0,0,0,1,0,6,5,0,3,2,0,128,56,2,908,438,151.3333333,87.6,48.796595,58.946011,10,2,0.04141,0.018987909,50324.60786,50335.14942,0,4137912835,2545945300,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2380,6,3000,0,0,0,0,0,1,0,4694,3273,0,4694,1,0,128,64,2,1366120,768740,291.5186998,208.5305526,0,3599.175364,0,7,0.001356748,0.00320278,1418.48,1182.86,0,2259581291,2578013376,0,0,0,0,0,0,0,0,2346,0,0,0,BeEF HTTP exploits,0
0,6,101,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,11.348368,11.348368,0,0,0,0,11.348368,0,0,1485516258,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
0.004148,6,88,0,0,0,0,1,0,0,5,5,0,2,47,0,127,128,2,1771,1738,354.2,347.6,759.810268,759.814416,0,1664,0.000131,0.0001625,759.811362,759.8126524,0,988545560,1678147675,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
1790,6,80,0,0,0,0,1,0,0,5370,2685,0,5367,5075,0,128,127,2,1326390,523575,1508.426966,1193.333333,3291,5081,0,5076,0.001448,0.069759849,4186,4186,0,56297081,115648011,0,0,0,0,0,0,0,0,2685,2684,0,0,Mass HTTP requests,0
0.000646,17,53,0,0,0,0,0,0,0,1,1,0,0,178,0,128,128,2,77,93,77,93,59645.17571,59645.17635,0,1664,0,0,59645.17571,59645.17635,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
949.8098859,17,80,0,0,0,0,0,0,0,9992,0,0,0,1633,0,128,0,1,441146,0,87.32739032,0,1771,2720.809886,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
5.63E-01,6,443,0,0,0,0,0,1,0,2,0,0,0,0,0,128,0,1,108,0,54,0,2.199797,2.199821,10,0,0,0,54409.4375,54410.00002,0,3813644489,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.404116,6,139,1,0,0,0,0,0,0,13,11,0,18,239,0,128,128,2,1691,1745,130.0769231,158.6363636,48844.98661,48855.39073,0,239,0.000308,0.00885975,48848.20532,48847.8262,0,491249925,554408148,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.002066,17,389,0,0,0,0,0,0,0,1,1,0,0,132,0,128,128,2,197,200,197,200,54930.83388,54930.83595,0,1616,0,0,54930.83388,54930.83595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
385,6,3000,0,0,0,0,0,1,0,759,529,0,759,1,0,128,64,2,220990,124355,291.2724231,199.2085521,0,98.834715,0,8,0.005072016,7.96E-05,229.46,191.345,0,2258859989,2577627238,0,0,0,0,0,0,0,0,379,0,0,0,BeEF HTTP exploits,0
0.264941,17,53,0,0,0,0,0,0,0,1,1,0,0,317,0,128,64,2,80,160,80,160,41.834118,41.864679,10,317,0,0,52580.76562,52581.03056,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,98,0,98,0,2308.476938,2308.476938,1617,0,0,0,2308.476938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
85682.40638,256,0,0,0,0,0,0,0,0,120,0,0,0,0,1,0,0,1,5040,0,42,0,603.543648,86285.95003,1,0,0,0,714.0200532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.005625,6,88,0,0,0,0,1,0,0,4,4,0,2,81,0,127,128,2,1532,1544,383,386,28486.80683,28486.81245,0,1664,0.001188,0.000696125,28486.80914,28486.81099,0,2469239088,552737792,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.417341,6,139,1,0,0,0,0,0,0,12,10,0,16,239,0,128,128,2,1653,1690,137.75,169,78518.15913,78529.57647,0,239,0.000484,0.010318318,78521.98503,78521.58663,0,1753100845,1228154598,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
9643.872298,256,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,126,0,42,0,39116.0449,48759.9172,1,0,0,0,3214.624099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
85.296859,6,80,0,0,1,0,0,0,0,5,3,0,2,0,0,128,127,2,781,316,156.2,105.3333333,48357.15746,48442.45432,0,0,0.001454,0.032789375,52342.34062,52339.87393,0,1253091210,1919773504,0,0,0,0,0,0,0,0,1,1,0,0,Normal,1
0.004937,6,88,0,0,0,0,1,0,0,4,4,0,2,47,0,127,128,2,449,454,112.25,113.5,86092.18471,86092.18964,0,1664,0.000154,0.000577,86092.18615,86092.18755,0,3511658426,1612973283,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2341,6,80,0,0,0,0,1,0,0,7023,3511.5,0,7020,4090,0,128,127,2,1734681,684742.5,1972.752809,1560.666667,433,2774,0,4091,0.001448,0.069759849,1603.5,1603.5,0,95561109,88771512,0,0,0,0,0,0,0,0,3511,3510,0,0,Mass HTTP requests,0
7245.627376,17,80,0,0,0,0,0,0,0,76224,0,0,0,1778,0,128,0,1,3365289,0,666.1772417,0,731,7976.627376,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0.002845,17,389,0,0,0,0,0,0,0,1,1,0,0,132,0,128,128,2,196,200,196,200,85781.44368,85781.44653,0,1616,0,0,85781.44368,85781.44653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,95,0,95,0,75661.36997,75661.36997,1617,0,0,0,75661.36997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.317323,17,53,0,0,0,0,0,0,0,2,2,0,0,317,0,128,64,2,162,194,81,97,43.80761,43.841833,10,317,0,0,53589.7169,53590.03422,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
15.211087,6,139,0,0,0,0,0,1,0,12,10,0,16,175,0,128,128,2,1653,1690,137.75,169,11725.61711,11740.82819,2,176,0.000365,0.009611455,11730.70665,11730.18353,0,3485677057,2713744423,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
68116,256,0,0,0,0,0,0,0,0,136179,0,0,0,0,2,0,0,1,5719518,0,42,0,8794,76910,1,0,0,0,1.999230493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARP poisoning,0
0,6,247,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,27.097331,27.097331,0,0,0,0,27.097331,0,0,4237642478,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
10.433624,6,445,0,0,1,0,0,0,0,11,9,0,14,122,0,128,128,2,4159,1683,378.0909091,187,24093.15031,24103.58393,0,1616,0.000554,0.01063075,24096.01651,24095.47153,0,2392118038,2877790994,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.035043,6,389,0,0,0,0,1,0,0,8,7,0,7,144,0,127,128,2,2425,900,303.125,128.5714286,72927.25398,72927.28902,0,1616,0.000206,0.0022294,72927.26474,72927.26641,0,1036699856,3904407104,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,87,0,87,0,2316.640317,2316.640317,1617,0,0,0,2316.640317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
85696.70854,256,0,0,0,0,0,0,0,0,344,0,0,0,0,1,0,0,1,14448,0,42,0,549.64338,86246.35192,1,0,0,0,249.1183388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2481,6,3000,0,0,0,0,0,1,0,4894,3412,0,4894,1,0,128,64,2,1424094,801363,291.8154034,219.8130079,0,98.834715,0,6,0.006531976,0.003021171,1478.676,1233.057,0,2258859989,2577627238,0,0,0,0,0,0,0,0,2446,0,0,0,BeEF HTTP exploits,0
0,6,49210,0,1,0,0,0,0,0,1,0,0,0,1,0,128,0,1,54,0,54,0,85.60404,85.60404,1,0,0,0,85.60404,0,0,2485137241,0,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0.000582,17,389,0,0,0,0,0,0,0,1,1,0,0,168,0,128,128,2,196,200,196,200,12806.33545,12806.33603,2,1791,0,0,12806.33545,12806.33603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
7.992397,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,336,0,112,0,1055.06863,1063.061027,0,0,0,0,1058.893042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
90.641843,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,466,556.641843,0,5006,0.000256,0.0043872,1409.834742,1424.948942,0,3462567578,1009214928,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
14.883925,6,135,1,0,0,0,0,0,0,7,5,0,4,29,0,127,128,2,718,562,102.5714286,112.4,76602.72506,76617.60899,0,1664,0.000216,0.01755875,76607.00797,76608.67922,0,2388180721,1726515270,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.656497,6,445,0,0,1,0,0,0,0,11,9,0,14,122,0,128,128,2,4159,1683,378.0909091,187,15992.91773,16003.57423,0,1616,0.000511,0.0112456,15995.84581,15995.28857,0,893995629,3598122780,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.927515,6,139,1,0,0,0,0,0,0,12,10,0,16,239,0,128,128,2,1653,1690,137.75,169,57637.6537,57649.58121,0,239,0.000484,0.009409818,57641.6471,57641.23358,0,3980968848,2995552243,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,87,0,87,0,1113.195181,1113.195181,1665,0,0,0,1113.195181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000442,17,53,0,0,0,0,0,0,0,1,1,0,0,91,0,127,128,2,113,171,113,171,63533.34138,63533.34182,0,1616,0,0,63533.34138,63533.34182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.515241,6,389,0,0,0,0,1,0,0,12,9,0,9,136,0,127,128,2,3417,4764,284.75,529.3333333,45324.01441,45324.52965,1,1616,0.000231,0.002285952,45324.12755,45324.14577,0,18266462,3820534465,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.160892,6,445,0,0,1,0,0,0,0,11,9,0,14,125,0,128,128,2,4159,1683,378.0909091,187,37637.65317,37648.81406,2,1791,0.000691,0.01065615,37640.71829,37640.13694,0,613765126,3801323132,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.385725,6,445,0,0,1,0,0,0,0,12,9,0,14,124,0,127,128,2,4213,1683,351.0833333,187,17086.60816,17097.99389,0,1616,0.000184,0.010958571,17089.47538,17089.14086,0,3633999031,2318389743,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.033265,6,445,0,0,1,0,0,0,0,12,9,0,14,124,0,127,128,2,4213,1683,351.0833333,187,28786.96501,28797.99827,0,1616,0.000553,0.010218857,28789.74319,28789.41984,0,1754321134,3887062853,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
5526.61597,17,80,0,0,0,0,0,0,0,58140,0,0,0,1890,0,128,0,1,2566881,0,508.1279497,0,1720,7246.61597,0,0,0,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0.006441,6,88,0,0,0,0,1,0,0,4,4,0,2,82,0,128,128,2,1532,1544,383,386,1330.950515,1330.956956,0,1664,0.000514,0.0007985,1330.951884,1330.954889,0,1526892039,3852994713,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
30.264577,6,445,0,0,0,0,0,1,0,20,15,0,26,123,0,127,128,2,5614,2991,280.7,199.4,82197.09359,82227.35816,0,1791,0.000316,0.018418771,82204.72375,82203.17306,0,4168680439,2032714657,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.5833,6,389,0,0,0,0,0,1,0,12,9,0,9,124,0,127,128,2,3417,4764,284.75,529.3333333,21464.99264,21465.57594,2,1791,0.000213,0.001787714,21465.11486,21465.13806,0,3031339376,993134312,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
13.975463,6,139,0,0,0,0,1,0,0,13,11,0,18,175,0,128,128,2,1691,1745,130.0769231,158.6363636,52046.83202,52060.80748,2,176,0.000305,0.008941333,52051.14996,52050.64599,0,692492573,847096766,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.008514,6,88,0,0,0,0,1,0,0,4,4,0,2,81,0,127,128,2,1678,1631,419.5,407.75,38664.13083,38664.13934,0,1664,0.000237,0.001051125,38664.13343,38664.13639,0,1067942624,3587529996,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,325,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,35.627015,35.627015,0,0,0,0,35.627015,0,0,1847016349,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
12.184142,6,445,1,0,0,0,0,0,0,15,13,0,18,124,0,127,128,2,4661,2459,310.7333333,189.1538462,21157.2339,21169.41805,2,1791,0.000164,0.00027325,21160.48591,21160.04909,0,2075418518,1477571929,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
12.079977,6,445,0,0,1,0,0,0,0,15,13,0,18,126,0,127,128,2,4661,2459,310.7333333,189.1538462,82873.45078,82885.53075,1,1616,0.000747,0.000536857,82876.67723,82876.24455,0,2687206924,2578880459,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.011158,6,88,0,0,0,0,1,0,0,4,5,0,2,69,0,128,128,2,1703,1712,425.75,342.4,25950.60608,25950.61724,2,1791,0.000367,0.000305333,25950.60861,25950.61258,0,3094923274,3959978782,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
34.879365,6,49155,0,0,1,0,0,0,0,11,9,0,10,27,0,127,128,2,3163,1564,287.5454545,173.7777778,26542.78605,26577.66541,0,1791,0.000126,0.01137125,26549.15013,26550.53924,0,2572316862,3254103892,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,164,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,18.025186,18.025186,0,0,0,0,18.025186,0,0,2475498052,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
0.00042,17,53,0,0,0,0,0,0,0,1,1,0,0,89,0,127,128,2,82,140,82,140,23326.28829,23326.28871,0,1664,0,0,23326.28829,23326.28871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.412238,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,132,0,66,0,25928.01129,25928.42353,0,0,0,0,25928.21741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.043632,6,389,0,0,0,0,1,0,0,8,7,0,7,144,0,127,128,2,2425,900,303.125,128.5714286,52239.80232,52239.84595,0,1791,0.000296,0.0026488,52239.81539,52239.81759,0,3120166268,3734383930,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
24.495487,6,445,0,0,1,0,0,0,0,19,15,0,22,128,0,127,128,2,5394,2965,283.8947368,197.6666667,51350.02549,51374.52098,0,1664,0.000283,0.001227235,51356.49839,51355.7602,0,3579789175,3498571002,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
18.980899,6,445,0,0,0,0,1,0,0,19,15,0,26,125,0,128,128,2,5796,2991,305.0526316,199.4,52029.82624,52048.80714,2,1791,0.000308,0.018522824,52035.08531,52033.77199,0,3782016029,2407187218,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
